,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
90,2019-01-17,106.58,106.539,106.58,106.48,1289,13732463.0,0.09,0.18,0.187,2.43
91,2019-01-18,106.5,106.44,106.512,106.43,1136,12094432.0,0.08,-0.09,-0.099,2.14
92,2019-01-21,106.4,106.3,106.411,106.195,971,10320979.0,0.2,-0.13,-0.14,1.83
93,2019-01-22,106.19,106.319,106.34,106.19,2062,21922145.0,0.14,0.02,0.019,3.89
94,2019-01-23,106.28,106.221,106.3,106.198,334,3548688.0,0.1,-0.09,-0.098,0.63
95,2019-01-24,106.201,106.263,106.279,106.167,368,3909747.0,0.11,0.04,0.042,0.69
96,2019-01-25,106.263,106.113,106.263,106.083,1010,10718552.0,0.17,-0.14,-0.15,1.9
97,2019-01-28,106.064,106.109,106.12,106.01,1678,17797694.0,0.1,0.0,-0.004,3.16
98,2019-01-29,106.063,106.181,106.184,106.063,1233,13089414.0,0.11,0.07,0.072,2.32
99,2019-01-30,106.25,106.269,106.289,106.25,411,4367550.0,0.04,0.08,0.088,0.77
100,2019-01-31,106.3,106.351,106.415,106.3,591,6285339.0,0.11,0.08,0.082,1.11
101,2019-02-01,106.451,106.456,106.554,106.419,534,5684737.0,0.13,0.1,0.105,1.01
102,2019-02-11,106.456,106.641,106.641,106.4,1205,12839364.0,0.23,0.17,0.185,2.27
103,2019-02-12,106.645,106.72,106.79,106.645,647,6906235.0,0.14,0.07,0.079,1.22
104,2019-02-13,106.721,106.779,106.815,106.721,2638,28169652.0,0.09,0.06,0.059,4.97
105,2019-02-14,106.78,106.651,106.818,106.075,1263,13471701.0,0.7,-0.12,-0.128,2.38
106,2019-02-15,106.67,106.779,106.9,106.67,3373,35999357.0,0.22,0.12,0.128,6.36
107,2019-02-18,106.748,106.676,106.748,106.675,7593,80999996.0,0.07,-0.1,-0.103,14.31
108,2019-02-19,106.6,106.587,106.61,106.42,10333,110085784.0,0.18,-0.08,-0.089,19.47
109,2019-02-20,106.585,106.475,106.585,106.428,5892,62745245.0,0.15,-0.11,-0.112,11.1
110,2019-02-21,106.47,106.401,106.472,106.354,4360,46412275.0,0.11,-0.07,-0.074,8.22
111,2019-02-22,106.39,106.234,106.39,106.159,1603,17038914.0,0.22,-0.16,-0.167,3.02
112,2019-02-25,106.2,106.114,106.261,106.0,4309,45711075.0,0.25,-0.11,-0.12,8.12
113,2019-02-26,106.015,105.8,106.015,105.68,2527,26746825.0,0.32,-0.3,-0.314,4.76
114,2019-02-27,105.808,106.0,106.009,105.808,3639,38538353.0,0.19,0.19,0.2,6.86
115,2019-02-28,106.069,106.01,106.069,106.0,1205,12775796.0,0.07,0.01,0.01,2.27
116,2019-03-01,106.011,105.96,106.106,105.885,1422,15073202.0,0.21,-0.05,-0.05,2.68
117,2019-03-04,105.76,105.947,105.985,105.7,2933,31039714.0,0.27,-0.01,-0.013,5.53
118,2019-03-05,105.85,105.84,105.901,105.8,1621,17161428.0,0.1,-0.1,-0.107,3.05
119,2019-03-06,105.73,105.833,105.924,105.73,2176,23030792.0,0.18,-0.01,-0.007,4.1
120,2019-03-07,105.838,106.176,106.192,105.838,3006,31874868.0,0.33,0.32,0.343,5.66
121,2019-03-08,106.189,106.236,106.4,106.181,9455,100479249.0,0.21,0.06,0.06,17.82
122,2019-03-11,106.378,106.232,106.378,106.218,1585,16840008.0,0.15,0.0,-0.004,2.99
123,2019-03-12,106.233,106.317,106.41,106.233,4021,42762587.0,0.17,0.08,0.085,7.58
124,2019-03-13,106.241,106.373,106.398,106.241,447,4753636.0,0.15,0.05,0.056,0.84
125,2019-03-14,106.4,106.357,106.422,106.357,906,9638800.0,0.06,-0.02,-0.016,1.71
126,2019-03-15,106.35,106.394,106.395,106.307,524,5573619.0,0.08,0.03,0.037,0.99
127,2019-03-18,106.354,106.347,106.406,105.6,2184,23184560.0,0.76,-0.04,-0.047,4.12
128,2019-03-19,106.152,106.401,106.5,106.152,602,6409697.0,0.33,0.05,0.054,1.13
129,2019-03-20,106.45,106.489,106.533,106.45,294,3132808.0,0.08,0.08,0.088,0.55
130,2019-03-21,106.43,106.486,106.49,106.43,537,5717901.0,0.06,0.0,-0.003,1.01
131,2019-03-22,106.488,106.66,106.66,106.488,713,7602676.0,0.16,0.16,0.174,1.34
132,2019-03-25,106.76,106.889,106.999,106.76,666,7116265.0,0.22,0.21,0.229,1.26
133,2019-03-26,106.891,107.128,107.18,106.85,851,9115126.0,0.31,0.22,0.239,1.6
134,2019-03-27,107.128,107.09,107.173,107.032,868,9296453.0,0.13,-0.04,-0.038,1.64
135,2019-03-28,107.001,106.99,107.088,106.99,154,1648201.0,0.09,-0.09,-0.1,0.29
136,2019-03-29,107.279,106.88,107.279,106.733,2629,28124463.0,0.51,-0.1,-0.11,4.95
137,2019-04-01,106.568,106.782,106.899,106.568,780,8331415.0,0.31,-0.09,-0.098,1.47
138,2019-04-02,106.77,106.429,106.77,106.34,4377,46585872.0,0.4,-0.33,-0.353,8.25
139,2019-04-03,106.68,106.02,106.68,106.001,645,6850138.0,0.64,-0.38,-0.409,1.22
140,2019-04-04,105.849,105.725,105.921,105.706,1500,15865014.0,0.2,-0.28,-0.295,2.83
141,2019-04-08,105.699,105.5,105.7,105.2,12190,128654814.0,0.47,-0.21,-0.225,22.97
142,2019-04-09,105.505,105.533,105.7,105.505,818,8641640.0,0.18,0.03,0.033,1.54
143,2019-04-10,104.7,105.351,105.698,104.7,1136,11958994.0,0.95,-0.17,-0.182,2.14
144,2019-04-11,105.351,105.565,105.651,105.351,1547,16328950.0,0.28,0.2,0.214,2.92
145,2019-04-12,105.48,105.42,105.559,105.401,1568,16534513.0,0.15,-0.14,-0.145,2.95
146,2019-04-15,105.25,104.86,105.25,104.733,1633,17126034.0,0.49,-0.53,-0.56,3.08
147,2019-04-16,104.84,104.62,104.84,104.51,758,7935904.0,0.31,-0.23,-0.24,1.43
148,2019-04-17,105.588,104.895,105.588,104.501,1149,12012369.0,1.04,0.26,0.275,2.16
149,2019-04-18,104.563,104.801,104.811,104.563,740,7751971.0,0.24,-0.09,-0.094,1.39
150,2019-04-19,104.9,104.911,104.99,104.889,1124,11796233.0,0.1,0.1,0.11,2.12
151,2019-04-22,104.9,104.707,104.9,104.659,1092,11434784.0,0.23,-0.19,-0.204,2.06
152,2019-04-23,104.581,104.539,104.648,104.461,1430,14952755.0,0.18,-0.16,-0.168,2.69
153,2019-04-24,104.448,104.45,104.686,104.448,382,3994159.0,0.23,-0.09,-0.089,0.72
154,2019-04-25,104.45,104.529,104.88,104.252,853,8916185.0,0.6,0.08,0.079,1.61
155,2019-04-26,104.53,104.645,104.65,104.53,689,7207888.0,0.11,0.11,0.116,1.3
156,2019-04-29,104.548,104.49,104.645,104.435,834,8717350.0,0.2,-0.15,-0.155,1.57
157,2019-04-30,104.491,104.796,104.799,104.491,384,4019578.0,0.29,0.29,0.306,0.72
158,2019-05-06,104.896,105.09,105.2,104.896,1014,10652778.0,0.29,0.28,0.294,1.91
159,2019-05-07,105.17,105.128,105.2,105.022,445,4678546.0,0.17,0.04,0.038,0.84
160,2019-05-08,105.199,105.212,105.299,105.199,350,3682759.0,0.1,0.08,0.084,0.66
161,2019-05-09,105.311,105.35,105.379,105.3,732,7709905.0,0.08,0.13,0.138,1.38
162,2019-05-10,105.36,105.53,105.595,105.263,874,9216574.0,0.32,0.17,0.18,1.65
163,2019-05-13,105.63,105.949,105.997,105.63,1098,11628182.0,0.35,0.4,0.419,2.07
164,2019-05-14,105.95,105.81,105.99,105.798,520,5503665.0,0.18,-0.13,-0.139,0.98
165,2019-05-15,105.721,105.804,105.805,105.522,426,4504735.0,0.27,-0.01,-0.006,0.8
166,2019-05-16,105.88,105.87,105.899,105.801,823,8714242.0,0.09,0.06,0.066,1.55
167,2019-05-17,105.891,105.994,105.999,105.871,727,7703090.0,0.12,0.12,0.124,1.37
168,2019-05-20,105.988,106.006,106.076,105.909,420,4453016.0,0.16,0.01,0.012,0.79
169,2019-05-21,106.006,105.786,106.05,105.301,901,9531789.0,0.71,-0.21,-0.22,1.7
170,2019-05-22,105.786,105.699,105.786,105.62,734,7757008.0,0.16,-0.08,-0.087,1.38
171,2019-05-23,105.695,105.721,105.776,105.562,661,6985530.0,0.2,0.02,0.022,1.25
172,2019-05-24,105.626,105.651,105.72,105.626,265,2800099.0,0.09,-0.07,-0.07,0.5
173,2019-05-27,105.551,105.32,105.551,105.045,591,6228005.0,0.48,-0.31,-0.331,1.11
174,2019-05-28,105.488,105.543,105.577,105.363,332,3497442.0,0.2,0.21,0.223,0.63
175,2019-05-29,105.557,105.72,105.72,105.557,628,6636365.0,0.15,0.17,0.177,1.18
176,2019-05-30,105.72,105.826,105.827,105.72,587,6210214.0,0.1,0.1,0.106,1.11
177,2019-05-31,105.859,105.917,106.12,105.859,413,4374011.0,0.25,0.09,0.091,0.78
178,2019-06-03,106.017,106.114,106.199,106.0,510,5411601.0,0.19,0.19,0.197,0.96
179,2019-06-04,106.116,106.324,106.325,106.115,1051,11171014.0,0.2,0.2,0.21,1.98
180,2019-06-05,106.324,106.473,106.474,106.225,668,7108200.0,0.23,0.14,0.149,1.26
181,2019-06-06,106.473,106.496,106.658,106.422,833,8871797.0,0.22,0.02,0.023,1.57
182,2019-06-10,106.48,106.401,106.48,106.28,567,6030030.0,0.19,-0.09,-0.095,1.07
183,2019-06-11,106.31,106.161,106.31,105.952,2602,27606828.0,0.34,-0.23,-0.24,4.9
184,2019-06-12,106.16,106.14,106.19,106.062,299,3175247.0,0.12,-0.02,-0.021,0.56
185,2019-06-13,106.145,106.275,106.287,106.145,414,4399282.0,0.13,0.13,0.135,0.78
186,2019-06-14,106.283,106.44,106.44,106.283,701,7456467.0,0.15,0.16,0.165,1.32
187,2019-06-17,106.44,106.512,106.53,106.44,627,6678016.0,0.08,0.07,0.072,1.18
188,2019-06-18,106.464,106.41,106.472,106.389,445,4735507.0,0.08,-0.1,-0.102,0.84
189,2019-06-19,106.35,106.353,106.399,106.001,872,9262491.0,0.37,-0.05,-0.057,1.64
190,2019-06-20,106.4,106.402,106.48,106.4,599,6375325.0,0.08,0.05,0.049,1.13
191,2019-06-21,106.396,106.401,106.444,106.3,726,7723985.0,0.14,0.0,-0.001,1.37
192,2019-06-24,106.4,106.37,106.461,106.35,404,4297845.0,0.1,-0.03,-0.031,0.76
193,2019-06-25,106.371,106.444,106.549,106.371,766,8154762.0,0.17,0.07,0.074,1.44
194,2019-06-26,106.411,106.392,106.411,106.391,238,2532475.0,0.02,-0.05,-0.052,0.45
195,2019-06-27,106.45,106.35,106.45,106.213,424,4513564.0,0.22,-0.04,-0.042,0.8
196,2019-06-28,106.358,106.436,106.468,106.28,1199,12752867.0,0.18,0.08,0.086,2.26
197,2019-07-01,106.408,106.501,106.519,106.335,855,9103522.0,0.17,0.06,0.065,1.61
198,2019-07-02,106.565,106.595,106.699,106.229,3680,39196271.0,0.44,0.09,0.094,6.93
199,2019-07-03,106.715,106.796,107.0,106.601,590,6297684.0,0.37,0.19,0.201,1.11
200,2019-07-04,106.82,107.07,107.071,106.796,723,7728560.0,0.26,0.26,0.274,1.36
201,2019-07-05,106.72,106.89,117.0,106.72,6200,66271089.0,9.6,-0.17,-0.18,11.68
202,2019-07-08,106.886,106.815,106.886,106.684,930,9936106.0,0.19,-0.07,-0.075,1.75
203,2019-07-09,107.299,106.911,107.315,106.817,792,8465316.0,0.47,0.09,0.096,1.49
204,2019-07-10,106.899,106.862,106.976,106.859,599,6402059.0,0.11,-0.05,-0.049,1.13
205,2019-07-11,107.017,106.913,107.018,106.875,1007,10775327.0,0.13,0.05,0.051,1.9
206,2019-07-12,106.979,106.919,106.979,106.907,787,8415024.0,0.07,0.01,0.006,1.48
207,2019-07-15,107.019,106.99,107.199,106.957,967,10348826.0,0.23,0.07,0.071,1.82
208,2019-07-16,106.962,106.961,107.021,106.952,601,6430163.0,0.06,-0.03,-0.029,1.13
209,2019-07-17,106.999,106.98,106.999,106.963,968,10355992.0,0.03,0.02,0.019,1.82
210,2019-07-18,107.019,107.055,107.056,107.019,738,7899641.0,0.03,0.07,0.075,1.39
211,2019-07-19,107.12,107.076,107.199,107.069,480,5140129.0,0.12,0.02,0.021,0.9
212,2019-07-22,107.13,107.131,107.249,107.0,964,10330977.0,0.23,0.05,0.055,1.82
213,2019-07-23,107.161,107.175,107.223,107.16,715,7663761.0,0.06,0.04,0.044,1.35
214,2019-07-24,107.168,107.137,107.216,107.117,702,7521152.0,0.09,-0.04,-0.038,1.32
215,2019-07-25,107.071,107.031,107.095,106.698,349,3735396.0,0.37,-0.1,-0.106,0.66
216,2019-07-26,107.0,107.059,107.139,107.0,411,4400636.0,0.13,0.03,0.028,0.77
217,2019-07-29,107.014,107.002,107.05,106.91,657,7030123.0,0.13,-0.05,-0.057,1.24
218,2019-07-30,106.828,106.978,106.978,106.808,752,8042198.0,0.16,-0.02,-0.024,1.42
219,2019-07-31,106.978,107.139,107.14,106.978,812,8695867.0,0.15,0.15,0.161,1.53
220,2019-08-01,107.152,107.17,107.201,107.152,471,5048617.0,0.05,0.03,0.031,0.89
221,2019-08-02,107.576,107.441,107.576,107.27,747,8023791.0,0.29,0.25,0.271,1.41
222,2019-08-05,107.52,107.838,107.955,107.519,1160,12501785.0,0.41,0.37,0.397,2.19
223,2019-08-06,108.335,108.098,108.338,108.012,1245,13462555.0,0.3,0.24,0.26,2.35
224,2019-08-07,108.094,108.0,108.5,107.958,635,6867969.0,0.5,-0.09,-0.098,1.2
225,2019-08-08,108.0,108.12,108.299,107.821,415,4485814.0,0.44,0.11,0.12,0.78
226,2019-08-09,108.148,108.52,108.543,108.11,339,3672366.0,0.4,0.37,0.4,0.64
227,2019-08-12,108.542,108.439,108.542,108.22,310,3359754.0,0.3,-0.07,-0.081,0.58
228,2019-08-13,108.44,108.55,108.919,108.337,580,6296797.0,0.54,0.1,0.111,1.09
229,2019-08-14,108.551,108.61,109.003,108.479,1387,15073392.0,0.48,0.06,0.06,2.61
230,2019-08-15,108.501,108.566,108.898,108.42,559,6071050.0,0.44,-0.04,-0.044,1.05
231,2019-08-16,108.566,108.43,108.6,108.374,579,6279258.0,0.21,-0.13,-0.136,1.09
232,2019-08-19,108.231,108.289,108.446,108.23,565,6120994.0,0.2,-0.13,-0.141,1.06
233,2019-08-20,108.218,108.199,108.35,108.179,346,3744111.0,0.16,-0.08,-0.09,0.65
234,2019-08-21,108.009,108.141,108.399,108.001,637,6888502.0,0.37,-0.05,-0.058,1.2
235,2019-08-22,108.04,108.101,108.141,108.01,698,7550497.0,0.12,-0.04,-0.04,1.32
236,2019-08-23,107.801,107.986,108.06,107.801,896,9678890.0,0.24,-0.11,-0.115,1.69
237,2019-08-26,108.05,108.22,108.223,108.05,1261,13642453.0,0.16,0.22,0.234,2.38
238,2019-08-27,108.2,108.085,108.2,107.82,945,10212738.0,0.35,-0.12,-0.135,1.78
239,2019-08-28,108.089,108.132,108.159,108.085,1023,11062377.0,0.07,0.04,0.047,1.93
240,2019-08-29,108.131,108.232,108.267,108.01,1476,15959135.0,0.24,0.09,0.1,2.78
241,2019-08-30,108.04,108.159,108.232,108.04,1285,13897779.0,0.18,-0.07,-0.073,2.42
242,2019-09-02,108.101,108.05,108.195,108.0,553,5978112.0,0.18,-0.1,-0.109,1.04
243,2019-09-03,108.061,108.051,108.24,108.02,525,5675197.0,0.2,0.0,0.001,0.99
244,2019-09-04,108.05,108.061,108.09,108.05,756,8169804.0,0.04,0.01,0.01,1.42
245,2019-09-05,108.13,108.141,108.151,108.019,970,10486326.0,0.12,0.07,0.08,1.83
246,2019-09-06,108.133,108.39,108.41,107.9,667,7223247.0,0.47,0.23,0.249,1.26
247,2019-09-09,108.103,108.221,108.35,108.1,496,5368788.0,0.23,-0.16,-0.169,0.93
248,2019-09-10,108.22,108.121,108.22,108.11,254,2746683.0,0.1,-0.09,-0.1,0.48
249,2019-09-11,108.003,108.13,108.166,108.003,557,6020901.0,0.15,0.01,0.009,1.05
250,2019-09-12,108.101,107.999,108.11,107.999,445,4808174.0,0.1,-0.12,-0.131,0.84
251,2019-09-16,107.999,107.852,107.999,107.8,944,10187270.0,0.18,-0.14,-0.147,1.78
252,2019-09-17,107.857,107.919,108.02,107.857,437,4717743.0,0.15,0.06,0.067,0.82
253,2019-09-18,107.83,107.841,107.979,107.83,375,4044756.0,0.14,-0.07,-0.078,0.71
254,2019-09-19,107.839,107.799,107.901,107.788,413,4452505.0,0.1,-0.04,-0.042,0.78
255,2019-09-20,107.781,107.813,107.813,107.781,235,2533268.0,0.03,0.01,0.014,0.44
256,2019-09-23,107.83,107.825,107.891,107.638,539,5812535.0,0.23,0.01,0.012,1.02
257,2019-09-24,107.803,107.799,107.856,107.76,418,4509788.0,0.09,-0.02,-0.026,0.79
258,2019-09-25,107.799,107.79,107.801,107.768,263,2834669.0,0.03,-0.01,-0.009,0.5
259,2019-09-26,107.735,107.53,107.742,107.51,218,2346529.0,0.22,-0.24,-0.26,0.41
260,2019-09-27,107.51,107.424,107.63,107.424,132,1419175.0,0.19,-0.1,-0.106,0.25
261,2019-09-30,107.422,107.43,107.583,107.254,411,4413664.0,0.31,0.01,0.006,0.77
262,2019-10-08,107.4,107.539,107.539,107.4,491,5277724.0,0.13,0.1,0.109,0.93
263,2019-10-09,107.602,107.701,107.72,107.602,548,5902242.0,0.11,0.15,0.162,1.03
264,2019-10-10,107.719,107.72,107.768,107.65,498,5365355.0,0.11,0.02,0.019,0.94
265,2019-10-11,107.53,107.598,107.661,107.519,180,1936843.0,0.13,-0.11,-0.122,0.34
266,2019-10-14,107.598,107.535,107.601,107.406,419,4505966.0,0.18,-0.06,-0.063,0.79
267,2019-10-15,107.625,107.524,107.625,107.453,206,2215005.0,0.16,-0.01,-0.011,0.39
268,2019-10-16,107.49,107.491,107.52,107.482,117,1257657.0,0.04,-0.03,-0.033,0.22
269,2019-10-17,107.49,107.51,107.511,107.471,161,1730824.0,0.04,0.02,0.019,0.3
270,2019-10-18,107.66,107.419,107.66,107.4,370,3977475.0,0.24,-0.08,-0.091,0.7
271,2019-10-21,107.419,107.25,107.419,107.249,227,2436290.0,0.16,-0.16,-0.169,0.43
272,2019-10-22,107.171,107.12,107.171,107.119,349,3741893.0,0.05,-0.12,-0.13,0.66
273,2019-10-23,107.163,107.141,107.163,107.14,180,1928645.0,0.02,0.02,0.021,0.34
274,2019-10-24,107.64,107.176,107.64,107.176,202,2165779.0,0.43,0.03,0.035,0.38
275,2019-10-25,107.175,107.122,107.175,107.111,413,4424460.0,0.06,-0.05,-0.054,0.78
